110.205;-7.869;27;121.3
110.205;-7.867;29;121.9
110.205;-7.865;33;122.6
110.205;-7.863;38;123.3
110.205;-7.861;50;125
110.205;-7.859;56;125.8
110.205;-7.857;62;126.8
110.205;-7.855;52;125.8
110.205;-7.853;37;124.3
110.205;-7.851;41;125
110.205;-7.849;36;124.7
110.205;-7.847;40;125.3
110.207;-7.975;5;105.8
110.207;-7.973;6;105.7
110.207;-7.971;4;105.4
110.207;-7.969;5;105.2
110.207;-7.967;5;105.2
110.207;-7.965;8;105.3
110.207;-7.963;11;105.7
110.207;-7.961;10;105.4
110.207;-7.959;3;104.6
110.207;-7.957;4;104.9
110.207;-7.955;7;105.2
110.207;-7.953;7;105.4
110.207;-7.951;8;105.4
110.207;-7.949;17;106.5
110.207;-7.947;17;106.8
110.207;-7.945;8;105.8
110.207;-7.943;8;105.9
110.207;-7.941;7;106
110.207;-7.939;9;106.5
110.207;-7.937;15;107.4
110.207;-7.935;16;107.8
110.207;-7.933;8;107
110.207;-7.931;12;107.9
110.207;-7.929;15;108.7
110.207;-7.927;11;108.3
110.207;-7.925;14;109
110.207;-7.923;19;110
110.207;-7.921;25;111
110.207;-7.919;31;111.9
110.207;-7.917;34;112.7
110.207;-7.915;45;114.1
110.207;-7.913;37;113.7
110.207;-7.911;28;113.2
110.207;-7.909;21;112.9
110.207;-7.907;19;113.1
110.207;-7.905;23;114
110.207;-7.903;23;114.3
110.207;-7.901;25;115
110.207;-7.899;20;115
110.207;-7.897;24;115.7
110.207;-7.895;26;116.3
110.207;-7.893;38;118
110.207;-7.891;43;118.9
110.207;-7.889;51;120
110.207;-7.887;42;119.5
110.207;-7.885;40;119.6
110.207;-7.883;38;120
110.207;-7.881;33;119.9
110.207;-7.879;28;119.5
110.207;-7.877;26;119.8
110.207;-7.875;27;120.2
110.207;-7.873;28;120.7
110.207;-7.871;30;121.2
110.207;-7.869;32;121.6
110.207;-7.867;35;122.3
110.207;-7.865;41;123.2
110.207;-7.863;43;123.7
110.207;-7.861;54;125.2
110.207;-7.859;63;126.3
110.207;-7.857;61;126.3
110.207;-7.855;53;125.7
110.207;-7.853;36;124.2
110.207;-7.851;53;126.1
110.207;-7.849;45;125.4
110.207;-7.847;39;124.9
110.209;-7.975;5;105.7
110.209;-7.973;5;105.6
110.209;-7.971;4;105.3
110.209;-7.969;5;105.3
110.209;-7.967;6;105.2
110.209;-7.965;5;105
110.209;-7.963;5;105
110.209;-7.961;5;104.9
110.209;-7.959;4;104.8
110.209;-7.957;8;105.2
110.209;-7.955;7;105.2
110.209;-7.953;12;105.7
110.209;-7.951;10;105.7
110.209;-7.949;19;106.7
110.209;-7.947;15;106.3
110.209;-7.945;16;106.5
110.209;-7.943;14;106.4
110.209;-7.941;7;106
110.209;-7.939;10;106.4
110.209;-7.937;11;106.9
110.209;-7.935;15;107.6
110.209;-7.933;8;107
110.209;-7.931;12;107.9
110.209;-7.929;15;108.5
110.209;-7.927;19;109.3
110.209;-7.925;26;110.4
110.209;-7.923;29;111.1
110.209;-7.921;33;111.8
110.209;-7.919;41;112.8
110.209;-7.917;50;114.1
110.209;-7.915;55;115.2
110.209;-7.913;46;114.5
110.209;-7.911;38;114
110.209;-7.909;28;113.6
110.209;-7.907;19;112.9
110.209;-7.905;25;114
110.209;-7.903;30;114.8
110.209;-7.901;32;115.6
110.209;-7.899;31;116
110.209;-7.897;29;116.1
110.209;-7.895;31;116.7
110.209;-7.893;23;116.1
110.209;-7.891;37;117.9
110.209;-7.889;40;118.9
110.209;-7.887;31;118.1
110.209;-7.885;29;118.3
110.209;-7.883;29;118.8
110.209;-7.881;28;119
110.209;-7.879;27;119.3
110.209;-7.877;27;119.7
110.209;-7.875;27;120.1
110.209;-7.873;28;120.4
110.209;-7.871;33;121.3
110.209;-7.869;38;122.2
110.209;-7.867;41;122.8
110.209;-7.865;44;123.3
110.209;-7.863;49;124.3
110.209;-7.861;52;124.9
110.209;-7.859;44;124.2
110.209;-7.857;43;124.2
110.209;-7.855;39;124.1
110.209;-7.853;35;124
110.209;-7.851;44;125.2
110.209;-7.849;61;127.1
110.209;-7.847;43;125.1
110.211;-7.975;8;106.1
110.211;-7.973;5;105.5
110.211;-7.971;4;105.3
110.211;-7.969;4;105.2
110.211;-7.967;4;104.8
110.211;-7.965;7;105.3
110.211;-7.963;8;105.2
110.211;-7.961;6;104.8
110.211;-7.959;8;105.1
110.211;-7.957;15;105.9
110.211;-7.955;17;106.2
110.211;-7.953;16;106.2
110.211;-7.951;10;105.5
110.211;-7.949;15;106.1
110.211;-7.947;18;106.7
110.211;-7.945;16;106.7
110.211;-7.943;17;106.9
110.211;-7.941;11;106.4
110.211;-7.939;16;107
110.211;-7.937;10;106.6
110.211;-7.935;10;106.8
110.211;-7.933;14;107.6
110.211;-7.931;16;108.1
110.211;-7.929;16;108.3
110.211;-7.927;22;109.4
110.211;-7.925;23;109.7
110.211;-7.923;26;110.3
110.211;-7.921;34;111.8
110.211;-7.919;39;112.6
110.211;-7.917;51;114.1
110.211;-7.915;55;115.1
110.211;-7.913;40;113.7
110.211;-7.911;32;113.4
110.211;-7.909;30;113.5
110.211;-7.907;25;113.5
110.211;-7.905;23;113.5
110.211;-7.903;26;114.4
110.211;-7.901;36;115.7
110.211;-7.899;35;116.2
110.211;-7.897;34;116.4
110.211;-7.895;43;117.7
110.211;-7.893;34;117.1
110.211;-7.891;37;118
110.211;-7.889;31;117.7
110.211;-7.887;26;117.5
110.211;-7.885;26;118
110.211;-7.883;27;118.5
110.211;-7.881;28;118.9
110.211;-7.879;27;119.3
110.211;-7.877;27;119.5
110.211;-7.875;27;119.8
110.211;-7.873;29;120.4
110.211;-7.871;31;121
110.211;-7.869;35;121.7
110.211;-7.867;40;122.6
110.211;-7.865;37;122.3
110.211;-7.863;40;123.1
110.211;-7.861;39;123.2
110.211;-7.859;39;123.3
110.211;-7.857;34;123
110.211;-7.855;37;123.7
110.211;-7.853;46;124.9
110.211;-7.851;37;124
110.211;-7.849;62;127
110.211;-7.847;61;127
110.213;-7.975;3;105.5
110.213;-7.973;4;105.4
110.213;-7.971;9;105.7
110.213;-7.969;12;106
110.213;-7.967;7;105.2
110.213;-7.965;6;105.2
110.213;-7.963;6;104.9
110.213;-7.961;6;104.9
110.213;-7.959;15;106
110.213;-7.957;17;106.2
110.213;-7.955;15;106.1
110.213;-7.953;17;106.2
110.213;-7.951;16;106.3
110.213;-7.949;16;106.2
110.213;-7.947;19;106.6
110.213;-7.945;18;106.7
110.213;-7.943;16;106.6
110.213;-7.941;15;106.6
110.213;-7.939;14;106.8
110.213;-7.937;9;106.4
110.213;-7.935;6;106.4
110.213;-7.933;10;107.1
110.213;-7.931;12;107.7
110.213;-7.929;12;107.8
110.213;-7.927;15;108.5
110.213;-7.925;22;109.7
110.213;-7.923;30;110.6
110.213;-7.921;39;111.9
110.213;-7.919;51;113.5
110.213;-7.917;58;114.7
110.213;-7.915;54;114.7
110.213;-7.913;43;113.8
110.213;-7.911;39;114
110.213;-7.909;40;114.4
110.213;-7.907;29;113.8
110.213;-7.905;26;113.8
110.213;-7.903;26;114.2
110.213;-7.901;29;114.9
110.213;-7.899;30;115.5
110.213;-7.897;30;115.9
110.213;-7.895;39;117.1
110.213;-7.893;38;117.6
110.213;-7.891;31;117.3
110.213;-7.889;27;117.2
110.213;-7.887;27;117.7
110.213;-7.885;28;118.1
110.213;-7.883;27;118.4
110.213;-7.881;26;118.7
110.213;-7.879;27;119.1
110.213;-7.877;28;119.5
110.213;-7.875;28;119.8
110.213;-7.873;31;120.4
110.213;-7.871;36;121.2
110.213;-7.869;37;121.6
110.213;-7.867;37;121.9
110.213;-7.865;37;122.2
110.213;-7.863;38;122.5
110.213;-7.861;37;122.7
110.213;-7.859;39;123.2
110.213;-7.857;38;123.4
110.213;-7.855;55;125.6
110.213;-7.853;54;125.6
110.213;-7.851;51;125.3
110.213;-7.849;45;124.7
110.213;-7.847;62;127
110.215;-7.975;1;105.2
110.215;-7.973;8;105.8
110.215;-7.971;14;106.4
110.215;-7.969;13;106.1
110.215;-7.967;13;105.8
110.215;-7.965;12;105.7
110.215;-7.963;8;105.2
110.215;-7.961;6;104.9
110.215;-7.959;9;105.2
110.215;-7.957;11;105.4
110.215;-7.955;11;105.6
110.215;-7.953;11;105.4
110.215;-7.951;12;105.6
110.215;-7.949;18;106.5
110.215;-7.947;14;106
110.215;-7.945;19;106.7
110.215;-7.943;18;106.7
110.215;-7.941;17;106.8
110.215;-7.939;11;106.2
